DAY,HOUR,PUN INDEX GME,AUST,BSP,CNOR,COAC,CORS,CSUD,FRAN,GREC,MALT,MONT,NORD,ROSN,SARD,SICI,SLOV,SUD,SVIZ,XAUS,XFRA,XGRE
20200101,1,41.88,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200101,2,38.64,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200101,3,36.55,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200101,4,32.32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200101,5,30.85,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200101,6,30.14,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200101,7,30.17,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200101,8,30.00,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200101,9,30.65,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200101,10,30.65,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200101,11,30.27,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200101,12,30.34,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200101,13,30.99,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200101,14,30.04,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200101,15,30.75,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200101,16,32.11,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200101,17,35.98,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200101,18,42.79,43,43,43,43,43,43,43,43,44,43,43,43,43,44,43,43,43,43,43,
20200101,19,45.64,44,44,44,44,44,44,44,44,62,44,44,44,44,62,44,44,44,44,44,
20200101,20,48.63,47,47,47,47,47,47,47,47,65,47,47,47,47,65,47,47,47,47,47,
20200101,21,48.96,47,47,47,47,47,47,47,47,69,47,47,47,47,69,47,47,47,47,47,
20200101,22,43.30,42,42,43,43,43,43,42,43,55,43,42,43,43,55,42,43,42,42,42,
20200101,23,40.66,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200101,24,36.69,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200102,1,35.40,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200102,2,31.98,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200102,3,30.50,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200102,4,28.79,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200102,5,28.95,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200102,6,31.30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200102,7,41.00,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200102,8,48.49,48,48,48,48,48,48,48,48,53,48,48,48,48,53,48,48,48,48,48,
20200102,9,48.69,48,48,48,48,48,48,48,48,56,48,48,48,48,56,48,48,48,48,48,
20200102,10,48.63,48,48,48,48,48,48,48,48,55,48,48,48,48,55,48,48,48,48,48,
20200102,11,45.57,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,
20200102,12,45.71,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,
20200102,13,45.16,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200102,14,44.90,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200102,15,47.08,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
20200102,16,50.08,48,48,48,53,53,53,48,53,53,53,48,53,53,53,48,53,48,48,48,
20200102,17,58.19,49,49,63,63,63,63,49,63,106,63,49,63,63,106,49,63,49,49,49,
20200102,18,61.57,50,50,70,70,70,70,50,70,98,70,50,70,70,98,50,70,50,50,50,
20200102,19,61.89,50,50,70,70,70,70,50,70,99,70,50,70,70,99,50,70,50,50,50,
20200102,20,61.72,50,50,70,70,70,70,50,70,99,70,50,70,70,99,50,70,50,50,50,
20200102,21,58.32,48,48,64,64,64,64,48,64,99,64,48,64,64,99,48,64,48,48,48,
20200102,22,55.33,48,48,49,59,59,59,48,59,98,59,48,59,59,98,48,59,48,48,48,
20200102,23,46.02,42,42,45,51,51,51,42,51,51,51,42,51,51,51,42,51,42,42,42,
20200102,24,42.62,38,38,38,49,49,49,38,49,56,49,38,49,49,56,38,49,38,38,38,
20200103,1,34.85,33,33,33,38,38,38,33,38,38,38,33,38,38,38,33,38,33,33,33,
20200103,2,33.95,31,31,31,39,39,39,31,39,39,39,31,39,39,39,31,39,31,31,31,
20200103,3,29.03,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200103,4,28.50,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200103,5,29.00,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200103,6,33.69,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,
20200103,7,41.48,41,41,41,43,43,43,41,43,43,43,41,43,43,43,41,43,41,41,41,
20200103,8,49.15,43,43,49,57,57,57,43,57,64,57,43,57,57,64,43,57,43,43,43,
20200103,9,50.85,43,43,51,57,57,57,43,57,85,57,43,57,57,85,43,57,43,43,43,
20200103,10,51.97,44,44,56,57,57,57,44,57,85,57,44,57,57,85,44,57,44,44,44,
20200103,11,44.05,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200103,12,42.95,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200103,13,42.49,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200103,14,42.10,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200103,15,42.80,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200103,16,46.49,46,46,46,46,46,46,46,46,58,46,46,46,46,58,46,46,46,46,46,
20200103,17,55.17,49,49,56,56,56,56,49,56,97,56,49,56,56,97,49,56,49,49,49,
20200103,18,57.45,51,51,59,59,59,59,51,59,94,59,51,59,59,94,51,59,51,51,51,
20200103,19,58.09,53,53,58,58,58,58,53,58,94,58,53,58,58,94,53,58,53,53,53,
20200103,20,56.91,50,50,58,58,58,58,50,58,99,58,50,58,58,99,50,58,50,50,50,
20200103,21,55.24,48,48,57,57,57,57,48,57,94,57,48,57,57,94,48,57,48,48,48,
20200103,22,45.42,40,40,43,43,43,43,40,43,98,43,40,43,43,98,40,43,40,40,40,
20200103,23,43.84,40,40,41,41,41,41,40,41,85,41,40,41,41,85,40,41,40,40,40,
20200103,24,39.04,39,39,39,39,39,39,39,39,43,39,39,39,39,43,39,39,39,39,39,
20200104,1,39.91,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200104,2,39.60,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200104,3,35.50,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200104,4,34.04,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,
20200104,5,34.58,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200104,6,37.49,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200104,7,41.06,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200104,8,43.99,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200104,9,44.70,44,44,44,44,44,44,44,44,54,44,44,44,44,54,44,44,44,44,44,
20200104,10,44.16,43,43,43,43,43,43,43,43,64,43,43,43,43,64,43,43,43,43,43,
20200104,11,41.06,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200104,12,40.40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200104,13,40.85,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200104,14,40.00,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200104,15,40.00,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200104,16,42.41,41,41,41,41,41,41,41,41,60,41,41,41,41,60,41,41,41,41,41,
20200104,17,50.22,42,42,42,58,58,58,42,58,84,58,42,58,58,84,42,58,42,42,42,
20200104,18,56.09,46,46,47,63,63,63,46,63,113,63,46,63,63,113,46,63,46,46,46,
20200104,19,58.51,47,47,64,64,64,64,47,64,110,64,47,64,64,110,47,64,47,47,47,
20200104,20,59.77,47,47,64,64,64,64,47,64,123,64,47,64,64,123,47,64,47,47,47,
20200104,21,56.73,47,47,47,63,63,63,47,63,110,63,47,63,63,110,47,63,47,47,47,
20200104,22,53.84,46,46,46,57,57,57,46,57,107,57,46,57,57,107,46,57,46,46,46,
20200104,23,45.53,41,41,41,45,45,45,41,45,84,45,41,45,45,84,41,45,41,41,41,
20200104,24,40.57,40,40,40,41,41,41,40,41,41,41,40,41,41,41,40,41,40,40,40,
20200105,1,44.00,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200105,2,40.00,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200105,3,39.92,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200105,4,34.58,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200105,5,32.57,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
20200105,6,29.88,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200105,7,33.30,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
20200105,8,35.12,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200105,9,36.01,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200105,10,37.06,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200105,11,37.53,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200105,12,38.99,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200105,13,38.15,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200105,14,35.37,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200105,15,34.44,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,
20200105,16,36.10,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200105,17,40.59,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200105,18,44.68,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200105,19,46.16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,
20200105,20,45.64,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,
20200105,21,42.68,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200105,22,37.57,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200105,23,37.57,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200105,24,35.54,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200106,1,29.16,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200106,2,29.00,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200106,3,29.08,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200106,4,27.72,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200106,5,27.03,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,
20200106,6,28.98,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200106,7,33.83,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,
20200106,8,43.13,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200106,9,44.52,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200106,10,44.96,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200106,11,44.00,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200106,12,42.46,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200106,13,41.08,41,41,41,41,41,41,41,40,40,41,41,40,41,40,41,40,41,41,41,
20200106,14,40.51,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200106,15,41.22,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200106,16,43.28,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200106,17,43.68,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200106,18,47.90,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,
20200106,19,48.91,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,
20200106,20,52.90,49,49,57,57,57,57,49,57,57,57,49,57,57,57,49,57,49,49,49,
20200106,21,48.05,47,47,47,50,50,50,47,50,50,50,47,50,50,50,47,50,47,47,47,
20200106,22,45.19,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200106,23,42.49,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200106,24,39.08,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200107,1,39.40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200107,2,36.70,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200107,3,35.90,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200107,4,36.54,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200107,5,36.68,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200107,6,39.50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200107,7,47.29,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
20200107,8,50.00,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
20200107,9,55.62,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
20200107,10,55.96,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
20200107,11,52.50,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,
20200107,12,50.00,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
20200107,13,48.70,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,
20200107,14,48.70,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,
20200107,15,54.20,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,
20200107,16,62.19,61,61,64,64,64,64,61,64,64,64,61,64,64,64,61,64,61,61,61,
20200107,17,70.13,61,61,82,82,82,82,61,82,85,82,61,82,82,85,61,82,61,61,61,
20200107,18,73.26,61,61,86,86,86,86,61,86,108,86,61,86,86,108,61,86,61,61,61,
20200107,19,76.65,60,60,93,93,93,93,60,93,124,93,60,93,93,124,60,93,60,60,60,
20200107,20,71.60,56,56,85,85,85,85,56,85,124,85,56,85,85,124,56,85,56,56,56,
20200107,21,67.61,50,50,82,82,82,82,50,82,124,82,50,82,82,124,50,82,50,50,50,
20200107,22,59.29,50,50,64,64,64,64,50,64,108,64,50,64,64,108,50,64,50,50,50,
20200107,23,49.85,47,47,47,47,47,47,47,47,85,47,47,47,47,85,47,47,47,47,47,
20200107,24,43.91,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200108,1,42.16,41,41,41,44,44,44,41,44,44,44,41,44,44,44,41,44,41,41,41,
20200108,2,39.30,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200108,3,37.85,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200108,4,36.65,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200108,5,36.80,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200108,6,42.60,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200108,7,46.00,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,
20200108,8,50.16,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
20200108,9,50.67,50,50,50,50,50,50,50,50,63,50,50,50,50,63,50,50,50,50,50,
20200108,10,50.47,50,50,50,50,50,50,50,50,59,50,50,50,50,59,50,50,50,50,50,
20200108,11,49.35,49,49,49,49,49,49,49,49,57,49,49,49,49,57,49,49,49,49,49,
20200108,12,47.27,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
20200108,13,44.89,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200108,14,44.95,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200108,15,47.10,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
20200108,16,50.40,49,49,49,49,49,49,49,49,75,49,49,49,49,75,49,49,49,49,49,
20200108,17,54.69,53,53,53,53,53,53,53,53,85,53,53,53,53,85,53,53,53,53,53,
20200108,18,61.23,58,58,58,58,58,58,58,58,120,58,58,58,58,120,58,58,58,58,58,
20200108,19,62.76,59,59,59,59,59,59,59,59,124,59,59,59,59,124,59,59,59,59,59,
20200108,20,61.26,57,57,57,57,57,57,57,57,124,57,57,57,57,124,57,57,57,57,57,
20200108,21,54.50,50,50,50,50,50,50,50,50,122,50,50,50,50,122,50,50,50,50,50,
20200108,22,50.70,48,48,48,48,48,48,48,48,85,48,48,48,48,85,48,48,48,48,48,
20200108,23,45.33,44,44,44,44,44,44,44,44,62,44,44,44,44,62,44,44,44,44,44,
20200108,24,43.00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200109,1,47.34,45,45,45,53,53,53,45,53,53,53,45,53,53,53,45,53,45,45,45,
20200109,2,48.85,43,43,43,61,61,61,43,61,61,61,43,61,61,61,43,61,43,43,43,
20200109,3,43.95,41,41,41,50,50,50,41,50,50,50,41,50,50,50,41,50,41,41,41,
20200109,4,44.02,41,41,41,50,50,50,41,50,50,50,41,50,50,50,41,50,41,41,41,
20200109,5,44.99,43,43,43,50,50,50,43,50,50,50,43,50,50,50,43,50,43,43,43,
20200109,6,49.66,44,44,44,61,61,61,44,61,61,61,44,61,61,61,44,61,44,44,44,
20200109,7,51.96,50,50,50,58,58,58,50,58,58,58,50,58,58,58,50,58,50,50,50,
20200109,8,61.47,61,61,61,61,61,61,61,61,62,61,61,61,61,62,61,61,61,61,61,
20200109,9,62.79,62,62,62,62,62,62,62,62,77,62,62,62,62,77,62,62,62,62,62,
20200109,10,64.34,64,64,64,64,64,64,64,64,77,64,64,64,64,77,64,64,64,64,64,
20200109,11,58.00,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,
20200109,12,50.00,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
20200109,13,47.00,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
20200109,14,47.00,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
20200109,15,50.00,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
20200109,16,59.49,58,58,58,58,58,58,58,58,77,58,58,58,58,77,58,58,58,58,58,
20200109,17,70.00,68,68,68,68,68,68,68,68,108,68,68,68,68,108,68,68,68,68,68,
20200109,18,77.94,75,75,75,75,75,75,75,75,124,75,75,75,75,124,75,75,75,75,75,
20200109,19,77.05,71,71,71,82,82,82,71,82,124,82,71,82,82,124,71,82,71,71,71,
20200109,20,67.25,58,58,58,75,75,75,58,75,124,75,58,75,75,124,58,75,58,58,58,
20200109,21,59.31,51,51,51,64,64,64,51,64,124,64,51,64,64,124,51,64,51,51,51,
20200109,22,54.82,50,50,50,50,50,50,50,50,124,50,50,50,50,124,50,50,50,50,50,
20200109,23,48.52,47,47,47,47,47,47,47,47,77,47,47,47,47,77,47,47,47,47,47,
20200109,24,44.80,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200110,1,44.06,43,43,43,46,46,46,43,46,46,46,43,46,46,46,43,46,43,43,43,
20200110,2,41.58,40,40,40,44,44,44,40,44,44,44,40,44,44,44,40,44,40,40,40,
20200110,3,40.80,40,40,40,43,43,43,40,43,43,43,40,43,43,43,40,43,40,40,40,
20200110,4,41.29,41,41,41,42,42,42,41,42,42,42,41,42,42,42,41,42,41,41,41,
20200110,5,41.04,40,40,40,43,43,43,40,43,43,43,40,43,43,43,40,43,40,40,40,
20200110,6,43.53,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200110,7,45.96,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,
20200110,8,53.97,53,53,53,53,53,53,53,53,67,53,53,53,53,67,53,53,53,53,53,
20200110,9,64.38,64,64,64,64,64,64,64,64,78,64,64,64,64,78,64,64,64,64,64,
20200110,10,64.48,64,64,64,64,64,64,64,64,78,64,64,64,64,78,64,64,64,64,64,
20200110,11,56.22,55,55,55,55,55,55,55,55,78,55,55,55,55,78,55,55,55,55,55,
20200110,12,51.00,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
20200110,13,50.00,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
20200110,14,50.00,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
20200110,15,51.41,50,50,50,50,50,50,50,50,75,50,50,50,50,75,50,50,50,50,50,
20200110,16,54.38,53,53,53,53,53,53,53,53,78,53,53,53,53,78,53,53,53,53,53,
20200110,17,66.52,63,63,63,64,64,64,63,64,124,64,63,64,64,124,63,64,63,63,63,
20200110,18,73.67,70,70,70,70,70,70,70,70,124,70,70,70,70,124,70,70,70,70,70,
20200110,19,68.94,65,65,70,70,70,70,65,70,94,70,65,70,70,94,65,70,65,65,65,
20200110,20,63.72,56,56,56,74,74,74,56,74,94,74,56,74,74,94,56,74,56,56,56,
20200110,21,58.54,49,49,49,64,64,64,49,64,124,64,49,64,64,124,49,64,49,49,49,
20200110,22,52.00,46,46,46,49,49,49,46,49,124,49,46,49,49,124,46,49,46,46,46,
20200110,23,47.87,46,46,46,46,46,46,46,46,78,46,46,46,46,78,46,46,46,46,46,
20200110,24,46.11,44,44,44,44,44,44,44,44,75,44,44,44,44,75,44,44,44,44,44,
20200111,1,47.68,42,42,42,59,59,59,42,59,59,59,42,59,59,59,42,59,42,42,42,
20200111,2,46.97,41,41,41,59,59,59,41,59,59,59,41,59,59,59,41,59,41,41,41,
20200111,3,41.44,40,40,40,45,45,45,40,45,45,45,40,45,45,45,40,45,40,40,40,
20200111,4,39.38,38,38,38,42,42,42,38,42,42,42,38,42,42,42,38,42,38,38,38,
20200111,5,38.42,38,38,38,39,39,39,38,39,39,39,38,39,39,39,38,39,38,38,38,
20200111,6,39.39,38,38,38,42,42,42,38,42,42,42,38,42,42,42,38,42,38,38,38,
20200111,7,41.56,40,40,40,44,44,44,40,44,44,44,40,44,44,44,40,44,40,40,40,
20200111,8,43.88,43,43,43,45,45,45,43,45,45,45,43,45,45,45,43,45,43,43,43,
20200111,9,46.66,45,45,45,50,50,50,45,50,50,50,45,50,50,50,45,50,45,45,45,
20200111,10,49.75,43,43,43,59,59,59,43,59,77,59,43,59,59,77,43,59,43,43,43,
20200111,11,43.74,43,43,43,43,43,43,43,43,48,43,43,43,43,48,43,43,43,43,43,
20200111,12,42.47,42,42,42,42,42,42,42,42,46,42,42,42,42,46,42,42,42,42,42,
20200111,13,42.21,42,42,42,42,42,42,42,42,46,42,42,42,42,46,42,42,42,42,42,
20200111,14,41.07,41,41,41,41,41,41,41,41,46,41,41,41,41,46,41,41,41,41,41,
20200111,15,41.70,40,40,40,42,42,42,40,42,54,42,40,42,42,54,40,42,40,40,40,
20200111,16,44.53,42,42,42,43,43,43,42,43,77,43,42,43,43,77,42,43,42,42,42,
20200111,17,48.65,42,42,43,48,48,48,42,48,108,48,42,48,48,108,42,48,42,42,42,
20200111,18,55.11,45,45,45,64,64,64,45,64,112,64,45,64,64,112,45,64,45,45,45,
20200111,19,56.21,45,45,45,64,64,64,45,64,124,64,45,64,64,124,45,64,45,45,45,
20200111,20,55.85,45,45,45,62,62,62,45,62,124,62,45,62,62,124,45,62,45,45,45,
20200111,21,51.90,42,42,43,54,54,54,42,54,124,54,42,54,54,124,42,54,42,42,42,
20200111,22,48.21,43,43,43,43,43,43,43,43,113,43,43,43,43,113,43,43,43,43,43,
20200111,23,43.88,41,41,41,41,41,41,41,41,77,41,41,41,41,77,41,41,41,41,41,
20200111,24,39.41,39,39,39,39,39,39,39,39,43,39,39,39,39,43,39,39,39,39,39,
20200112,1,41.82,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200112,2,38.89,38,38,38,41,41,41,38,41,41,41,38,41,41,41,38,41,38,38,38,
20200112,3,37.04,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200112,4,36.90,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200112,5,34.90,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200112,6,37.06,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200112,7,39.22,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200112,8,40.04,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200112,9,41.22,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200112,10,42.59,42,42,42,44,44,44,42,44,44,44,42,44,44,44,42,44,42,42,42,
20200112,11,42.06,41,41,41,44,44,44,41,44,44,44,41,44,44,44,41,44,41,41,41,
20200112,12,42.59,42,42,42,44,44,44,42,44,44,44,42,44,44,44,42,44,42,42,42,
20200112,13,42.30,41,41,41,44,44,44,41,44,44,44,41,44,44,44,41,44,41,41,41,
20200112,14,41.82,41,41,41,44,44,44,41,44,44,44,41,44,44,44,41,44,41,41,41,
20200112,15,42.28,41,41,41,44,44,44,41,44,44,44,41,44,44,44,41,44,41,41,41,
20200112,16,45.82,42,42,42,52,52,52,42,52,52,52,42,52,52,52,42,52,42,42,42,
20200112,17,48.39,45,45,45,55,55,55,45,55,55,55,45,55,55,55,45,55,45,45,45,
20200112,18,54.67,48,48,48,64,64,64,48,64,75,64,48,64,64,75,48,64,48,48,48,
20200112,19,59.25,50,50,50,75,75,75,50,75,75,75,50,75,75,75,50,75,50,50,50,
