DAY,HOUR,PUN INDEX GME,AUST,BSP,CNOR,COAC,CORS,CSUD,FRAN,GREC,MALT,MONT,NORD,ROSN,SARD,SICI,SLOV,SUD,SVIZ,XAUS,XFRA,XGRE
20200709,24,42.99,42,42,42,42,42,42,42,42,59,42,42,42,42,59,42,42,42,42,42,
20200710,1,42.25,39,39,46,46,46,46,39,46,46,46,39,46,46,46,39,46,39,39,39,
20200710,2,37.29,35,35,41,41,41,41,35,41,41,41,35,41,41,41,35,41,35,35,35,
20200710,3,33.10,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
20200710,4,31.10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200710,5,31.03,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
20200710,6,32.17,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200710,7,39.52,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200710,8,41.01,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200710,9,42.94,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200710,10,42.54,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200710,11,41.76,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200710,12,41.11,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200710,13,40.87,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200710,14,40.50,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200710,15,40.02,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200710,16,39.27,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200710,17,39.90,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200710,18,41.65,41,41,41,41,41,41,41,41,57,41,41,41,41,57,41,41,41,41,41,
20200710,19,41.30,40,40,41,41,41,41,40,41,59,41,40,41,41,59,40,41,40,40,40,
20200710,20,44.04,41,41,43,43,43,43,41,43,81,43,41,43,43,81,41,43,41,41,41,
20200710,21,43.64,39,39,44,44,44,44,39,44,81,44,39,44,44,81,39,44,39,39,39,
20200710,22,42.38,39,39,41,41,41,41,39,41,81,41,39,41,41,81,39,41,39,39,39,
20200710,23,42.12,39,39,40,40,40,40,39,40,81,40,39,40,40,81,39,40,39,39,39,
20200710,24,38.71,37,37,37,37,37,37,37,37,67,37,37,37,37,67,37,37,37,37,37,
20200711,1,38.50,35,35,41,41,41,41,35,41,58,41,35,41,41,58,35,41,35,35,35,
20200711,2,35.98,30,30,41,41,41,41,30,41,58,41,30,41,41,58,30,41,30,30,30,
20200711,3,34.16,29,29,41,41,41,41,29,41,41,41,29,41,41,41,29,41,29,29,29,
20200711,4,33.78,29,29,40,40,40,40,29,40,40,40,29,40,40,40,29,40,29,29,29,
20200711,5,29.80,28,28,32,32,32,32,28,32,32,32,28,32,32,32,28,32,28,28,28,
20200711,6,28.97,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200711,7,26.36,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200711,8,30.03,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200711,9,29.09,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200711,10,28.40,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200711,11,28.35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200711,12,27.64,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200711,13,27.60,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200711,14,26.30,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200711,15,25.56,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200711,16,25.12,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200711,17,25.74,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200711,18,28.47,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200711,19,35.44,30,30,37,37,37,37,30,37,63,37,30,37,37,63,30,37,30,30,30,
20200711,20,37.84,34,34,41,41,41,41,34,41,50,41,34,41,41,50,34,41,34,34,34,
20200711,21,41.32,36,36,41,41,41,41,36,41,81,41,36,41,41,81,36,41,36,36,36,
20200711,22,40.79,36,36,41,41,41,41,36,41,76,41,36,41,41,76,36,41,36,36,36,
20200711,23,39.50,38,38,38,38,38,38,38,38,63,38,38,38,38,63,38,38,38,38,38,
20200711,24,39.25,35,35,41,41,41,41,35,41,63,41,35,41,41,63,35,41,35,35,35,
20200712,1,34.40,33,33,33,33,33,33,33,33,53,33,33,33,33,53,33,33,33,33,33,
20200712,2,32.69,32,32,32,32,32,32,32,32,42,32,32,32,32,42,32,32,32,32,32,
20200712,3,33.95,30,30,30,41,41,41,30,41,41,41,30,41,41,41,30,41,30,30,30,
20200712,4,28.84,25,25,25,35,35,35,25,35,35,35,25,35,35,35,25,35,25,25,25,
20200712,5,28.54,25,25,25,35,35,35,25,35,35,35,25,35,35,35,25,35,25,25,25,
20200712,6,24.96,24,24,24,26,26,26,24,26,26,26,24,26,26,26,24,26,24,24,24,
20200712,7,23.97,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
20200712,8,23.54,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
20200712,9,23.59,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
20200712,10,23.45,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
20200712,11,23.36,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
20200712,12,23.00,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
20200712,13,23.49,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
20200712,14,20.70,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,
20200712,15,20.63,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,
20200712,16,20.70,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,
20200712,17,20.70,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,
20200712,18,23.97,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
20200712,19,29.05,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200712,20,36.69,35,35,35,35,35,35,35,35,58,35,35,35,35,58,35,35,35,35,35,
20200712,21,39.14,37,37,37,37,37,37,37,37,63,37,37,37,37,63,37,37,37,37,37,
20200712,22,39.50,38,38,38,38,38,38,38,38,63,38,38,38,38,63,38,38,38,38,38,
20200712,23,38.94,37,37,37,37,37,37,37,37,63,37,37,37,37,63,37,37,37,37,37,
20200712,24,37.18,35,35,35,35,35,35,35,35,61,35,35,35,35,61,35,35,35,35,35,
20200713,1,30.09,29,29,29,29,29,29,29,29,38,29,29,29,29,38,29,29,29,29,29,
20200713,2,27.58,27,27,27,27,27,27,27,27,35,27,27,27,27,35,27,27,27,27,27,
20200713,3,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200713,4,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200713,5,25.10,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200713,6,26.51,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,
20200713,7,34.64,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200713,8,39.27,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200713,9,38.12,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200713,10,37.68,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200713,11,34.95,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200713,12,33.66,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,
20200713,13,34.28,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,
20200713,14,35.00,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200713,15,35.00,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200713,16,35.79,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200713,17,36.00,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200713,18,37.44,37,37,37,37,37,37,37,37,38,37,37,37,37,38,37,37,37,37,37,
20200713,19,42.14,41,41,41,41,41,41,41,41,63,41,41,41,41,63,41,41,41,41,41,
20200713,20,46.89,46,46,46,46,46,46,46,46,67,46,46,46,46,67,46,46,46,46,46,
20200713,21,47.10,45,45,45,45,45,45,45,45,81,45,45,45,45,81,45,45,45,45,45,
20200713,22,43.59,41,41,41,41,41,41,41,41,81,41,41,41,41,81,41,41,41,41,41,
20200713,23,42.67,40,40,40,40,40,40,40,40,80,40,40,40,40,80,40,40,40,40,40,
20200713,24,36.89,36,36,36,36,36,36,36,36,44,36,36,36,36,44,36,36,36,36,36,
20200714,1,36.12,34,34,34,34,34,34,34,34,60,34,34,34,34,60,34,34,34,34,34,
20200714,2,30.06,30,30,30,30,30,30,30,30,31,30,30,30,30,31,30,30,30,30,30,
20200714,3,28.98,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200714,4,28.98,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200714,5,28.60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200714,6,29.76,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200714,7,36.02,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200714,8,40.00,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200714,9,38.93,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200714,10,36.63,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200714,11,36.15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200714,12,36.52,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200714,13,36.98,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200714,14,36.97,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200714,15,36.57,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200714,16,36.57,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200714,17,37.57,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200714,18,38.69,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200714,19,42.75,41,41,41,41,41,41,41,41,63,41,41,41,41,63,41,41,41,41,41,
20200714,20,46.10,45,45,45,45,45,45,45,45,63,45,45,45,45,63,45,45,45,45,45,
20200714,21,46.60,44,44,47,47,47,47,44,47,67,47,44,47,47,67,44,47,44,44,44,
20200714,22,46.77,42,42,49,49,49,49,42,49,80,49,42,49,49,80,42,49,42,42,42,
20200714,23,42.83,41,41,41,41,41,41,41,41,63,41,41,41,41,63,41,41,41,41,41,
20200714,24,38.72,37,37,37,37,37,37,37,37,63,37,37,37,37,63,37,37,37,37,37,
20200715,1,37.42,36,36,36,41,41,41,36,41,43,41,36,41,41,43,36,41,36,36,36,
20200715,2,36.19,34,34,34,40,40,40,34,40,40,40,34,40,40,40,34,40,34,34,34,
20200715,3,33.25,30,30,30,39,39,39,30,39,39,39,30,39,39,39,30,39,30,30,30,
20200715,4,31.31,29,29,29,36,36,36,29,36,36,36,29,36,36,36,29,36,29,29,29,
20200715,5,31.15,30,30,30,34,34,34,30,34,34,34,30,34,34,34,30,34,30,30,30,
20200715,6,34.46,34,34,34,35,35,35,34,35,35,35,34,35,35,35,34,35,34,34,34,
20200715,7,40.70,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200715,8,43.46,43,43,43,43,"1,250",43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200715,9,48.52,49,49,49,49,"1,250",49,49,49,49,49,49,49,49,49,49,49,49,49,49,
20200715,10,43.70,44,44,44,44,"1,250",44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200715,11,44.43,44,44,44,44,"1,250",44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200715,12,48.00,48,48,48,48,"1,250",48,48,48,48,48,48,48,48,48,48,48,48,48,48,
20200715,13,43.24,43,43,43,43,"1,250",43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200715,14,43.00,43,43,43,43,"1,250",43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200715,15,40.70,41,41,41,41,"1,250",41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200715,16,39.47,39,39,39,39,"1,250",39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200715,17,39.40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200715,18,42.46,41,41,41,41,41,41,41,41,59,41,41,41,41,59,41,41,41,41,41,
20200715,19,44.19,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200715,20,47.30,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
20200715,21,46.01,45,45,45,45,45,45,45,45,67,45,45,45,45,67,45,45,45,45,45,
20200715,22,42.52,41,41,41,41,41,41,41,41,66,41,41,41,41,66,41,41,41,41,41,
20200715,23,41.62,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200715,24,38.10,38,38,38,38,38,38,38,38,40,38,38,38,38,40,38,38,38,38,38,
20200716,1,37.50,36,36,36,40,40,40,36,40,40,40,36,40,40,40,36,40,36,36,36,
20200716,2,32.50,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
20200716,3,29.84,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200716,4,29.00,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200716,5,29.60,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200716,6,32.29,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200716,7,40.00,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
20200716,8,42.53,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200716,9,45.15,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200716,10,46.82,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
20200716,11,44.27,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200716,12,48.64,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,
20200716,13,44.50,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
20200716,14,44.00,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200716,15,43.93,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,
20200716,16,42.48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200716,17,43.00,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,
20200716,18,42.00,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200716,19,45.35,45,45,45,45,45,45,45,45,50,45,45,45,45,50,45,45,45,45,45,
20200716,20,48.56,48,48,48,48,48,48,48,48,64,48,48,48,48,64,48,48,48,48,48,
20200716,21,46.86,43,43,49,49,49,49,43,49,64,49,43,49,49,64,43,49,43,43,43,
20200716,22,47.85,43,43,52,52,52,52,43,52,64,52,43,52,52,64,43,52,43,43,43,
20200716,23,43.40,43,43,43,43,43,43,43,43,48,43,43,43,43,48,43,43,43,43,43,
20200716,24,41.22,39,39,41,41,41,41,39,41,64,41,39,41,41,64,39,41,39,39,39,
20200717,1,36.48,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200717,2,31.85,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
20200717,3,29.51,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200717,4,29.00,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200717,5,28.76,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200717,6,30.43,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200717,7,37.50,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200717,8,41.57,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
20200717,9,45.22,45,45,45,45,45,45,45,45,51,45,45,45,45,51,45,45,45,45,45,
20200717,10,43.20,43,43,43,43,43,43,43,43,51,43,43,43,43,51,43,43,43,43,43,
20200717,11,41.41,41,41,41,41,41,41,41,41,44,41,41,41,41,44,41,41,41,41,41,
20200717,12,41.38,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200717,13,39.01,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200717,14,37.00,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200717,15,36.91,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200717,16,36.00,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200717,17,37.00,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
20200717,18,38.00,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200717,19,41.01,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,
20200717,20,42.98,42,42,42,42,42,42,42,42,57,42,42,42,42,57,42,42,42,42,42,
20200717,21,43.66,41,41,41,41,41,41,41,41,81,41,41,41,41,81,41,41,41,41,41,
20200717,22,42.99,40,40,41,41,41,41,40,41,81,41,40,41,41,81,40,41,40,40,40,
20200717,23,42.67,41,41,41,41,41,41,41,41,67,41,41,41,41,67,41,41,41,41,41,
20200717,24,37.01,36,36,36,36,36,36,36,36,51,36,36,36,36,51,36,36,36,36,36,
20200718,1,36.13,35,35,36,36,36,36,35,36,50,36,35,36,36,50,35,36,35,35,35,
20200718,2,32.99,31,31,36,36,36,36,31,36,36,36,31,36,36,36,31,36,31,31,31,
20200718,3,28.90,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
20200718,4,28.14,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200718,5,27.71,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200718,6,27.71,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200718,7,27.71,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200718,8,27.86,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200718,9,28.15,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200718,10,27.71,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200718,11,27.37,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,
20200718,12,27.44,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,
20200718,13,28.21,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200718,14,27.67,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,
20200718,15,25.43,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200718,16,26.00,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200718,17,26.00,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200718,18,29.62,28,28,28,28,28,28,28,28,50,28,28,28,28,50,28,28,28,28,28,
20200718,19,35.76,35,35,35,35,35,35,35,35,50,35,35,35,35,50,35,35,35,35,35,
20200718,20,38.83,38,38,38,38,38,38,38,38,50,38,38,38,38,50,38,38,38,38,38,
20200718,21,40.01,38,38,39,39,39,39,38,39,57,39,38,39,39,57,38,39,38,38,38,
20200718,22,39.39,38,38,38,38,38,38,38,38,57,38,38,38,38,57,38,38,38,38,38,
20200718,23,40.67,39,39,39,39,39,39,39,39,57,39,39,39,39,57,39,39,39,39,39,
20200718,24,37.73,38,38,38,38,38,38,38,38,40,38,38,38,38,40,38,38,38,38,38,
20200719,1,35.17,34,34,34,34,34,34,34,34,50,34,34,34,34,50,34,34,34,34,34,
20200719,2,30.80,28,28,28,34,34,34,28,34,40,34,28,34,34,40,28,34,28,28,28,
20200719,3,27.66,27,27,27,27,27,27,27,27,36,27,27,27,27,36,27,27,27,27,27,
20200719,4,26.48,26,26,26,27,27,27,26,27,27,27,26,27,27,27,26,27,26,26,26,
20200719,5,26.74,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,
20200719,6,26.00,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200719,7,24.94,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200719,8,25.40,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200719,9,24.91,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200719,10,24.93,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200719,11,24.72,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200719,12,25.00,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200719,13,25.30,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,
20200719,14,24.31,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
20200719,15,19.46,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
20200719,16,20.89,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,
20200719,17,24.38,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
20200719,18,26.00,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200719,19,29.80,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
20200719,20,36.44,36,36,36,36,36,36,36,36,40,36,36,36,36,40,36,36,36,36,36,
20200719,21,39.74,38,38,41,41,41,41,38,41,50,41,38,41,41,50,38,41,38,38,38,
20200719,22,44.25,38,38,50,50,50,50,38,50,57,50,38,50,50,57,38,50,38,38,38,
20200719,23,41.26,40,40,41,41,41,41,40,41,50,41,40,41,41,50,40,41,40,40,40,
20200719,24,38.51,37,37,41,41,41,41,37,41,41,41,37,41,41,41,37,41,37,37,37,
20200720,1,32.68,32,32,32,32,32,32,32,32,41,32,32,32,32,41,32,32,32,32,32,
20200720,2,29.69,28,28,28,28,28,28,28,28,58,28,28,28,28,58,28,28,28,28,28,
20200720,3,26.40,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200720,4,26.01,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200720,5,26.00,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
20200720,6,27.10,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,
20200720,7,35.24,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,
20200720,8,38.29,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200720,9,39.73,39,39,39,39,39,39,39,39,52,39,39,39,39,52,39,39,39,39,39,
20200720,10,39.80,38,38,38,38,38,38,38,38,66,38,38,38,38,66,38,38,38,38,38,
20200720,11,37.82,37,37,37,37,37,37,37,37,60,37,37,37,37,60,37,37,37,37,37,
20200720,12,36.36,36,36,36,36,36,36,36,36,39,36,36,36,36,39,36,36,36,36,36,
20200720,13,36.98,37,37,37,37,37,37,37,37,39,37,37,37,37,39,37,37,37,37,37,
20200720,14,36.00,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200720,15,35.64,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200720,16,36.23,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
20200720,17,38.03,38,38,38,38,38,38,38,38,39,38,38,38,38,39,38,38,38,38,38,
20200720,18,38.20,38,38,38,38,38,38,38,38,41,38,38,38,38,41,38,38,38,38,38,
20200720,19,42.34,41,41,41,41,41,41,41,41,67,41,41,41,41,67,41,41,41,41,41,
20200720,20,44.91,43,43,43,43,43,43,43,43,81,43,43,43,43,81,43,43,43,43,43,
20200720,21,48.15,44,44,49,49,49,49,44,49,82,49,44,49,49,82,44,49,44,44,44,
20200720,22,46.47,41,41,48,48,48,48,41,48,82,48,41,48,48,82,41,48,41,41,41,
20200720,23,43.41,41,41,41,41,41,41,41,41,81,41,41,41,41,81,41,41,41,41,41,
20200720,24,40.35,38,38,38,38,38,38,38,38,81,38,38,38,38,81,38,38,38,38,38,
20200721,1,37.37,36,36,36,36,36,36,36,36,55,36,36,36,36,55,36,36,36,36,36,
20200721,2,39.33,36,36,41,41,41,41,36,41,62,41,36,41,41,62,36,41,36,36,36,
20200721,3,33.16,31,31,31,31,31,31,31,31,62,31,31,31,31,62,31,31,31,31,31,
20200721,4,30.65,28,28,29,29,29,29,28,29,62,29,28,29,29,62,28,29,28,28,28,
20200721,5,30.35,28,28,28,28,28,28,28,28,62,28,28,28,28,62,28,28,28,28,28,
20200721,6,30.95,29,29,29,29,29,29,29,29,62,29,29,29,29,62,29,29,29,29,29,
20200721,7,36.47,35,35,35,35,35,35,35,35,62,35,35,35,35,62,35,35,35,35,35,
20200721,8,39.46,38,38,38,38,38,38,38,38,62,38,38,38,38,62,38,38,38,38,38,
20200721,9,39.98,39,39,39,39,39,39,39,39,62,39,39,39,39,62,39,39,39,39,39,
20200721,10,39.75,38,38,38,38,38,38,38,38,62,38,38,38,38,62,38,38,38,38,38,
20200721,11,39.16,38,38,38,38,38,38,38,33,62,38,38,33,38,62,38,33,38,38,38,
20200721,12,39.33,38,38,38,38,38,38,38,38,62,38,38,38,38,62,38,38,38,38,38,
20200721,13,39.37,38,38,38,38,38,38,38,38,62,38,38,38,38,62,38,38,38,38,38,
20200721,14,38.06,38,38,38,38,38,38,38,38,39,38,38,38,38,39,38,38,38,38,38,
20200721,15,38.70,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
20200721,16,37.96,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
20200721,17,39.74,38,38,38,38,38,38,38,38,62,38,38,38,38,62,38,38,38,38,38,
