DAY,HOUR,PUN INDEX GME,AUST,BRNN,CNOR,COAC,CORS,CSUD,FOGN,FRAN,GREC,MFTV,NORD,PRGP,ROSN,SARD,SICI,SLOV,SUD,SVIZ
20090101,1,86.97,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,87.01,86.55,87.01,87.01,86.55,87.01,87.01,87.01
20090101,2,80.85,82.18,82.18,82.18,82.18,82.18,82.18,82.18,82.18,82.18,82.18,82.18,65.24,82.18,82.18,65.24,82.18,82.18,82.18
20090101,3,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01
20090101,4,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36
20090101,5,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
20090101,6,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5
20090101,7,38.89,38,38,38,38,38,38,38,38,38,38,38,50,38,38,50,38,38,38
20090101,8,28.66,27,27,27,27,27,27,27,27,27,27,27,50,27,27,50,27,27,27
20090101,9,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1
20090101,10,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
20090101,11,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
20090101,12,75.77,70,70,70,70,70,70,70,70,70,70,70,140,70,70,140,70,70,70
20090101,13,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01
20090101,14,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
20090101,15,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
20090101,16,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
20090101,17,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02
20090101,18,91.29,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,135,87.75,87.75,135,87.75,87.75,87.75
20090101,19,93.36,90,90,90,90,90,90,90,90,90,90,90,135,90,90,135,90,90,90
20090101,20,90.7,89.53,89.53,89.53,89.53,89.53,89.53,89.53,89.53,89.53,89.53,89.53,105.23,89.53,89.53,105.23,89.53,89.53,89.53
20090101,21,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85
20090101,22,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49
20090101,23,80.76,80.01,80.01,80.01,80.01,80.01,80.01,80.01,80.01,80.01,80.01,80.01,89.36,80.01,80.01,89.36,80.01,80.01,80.01
20090101,24,75.09,75.01,75.01,75.01,76.84,75.01,75.01,75.01,75.01,75.01,75.01,75.01,75.01,75.01,76.84,75.01,75.01,75.01,75.01
20090102,1,91.61,85.55,85.55,85.55,220,85.55,85.55,85.55,85.55,85.55,85.55,85.55,85.55,85.55,220,85.55,85.55,85.55,85.55
20090102,2,67.56,65.04,65.04,65.04,120,65.04,65.04,65.04,65.04,65.04,65.04,65.04,65.04,65.04,120,65.04,65.04,65.04,65.04
20090102,3,67.54,65,65,65,120,65,65,65,65,65,65,65,65,65,120,65,65,65,65
20090102,4,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3
20090102,5,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
20090102,6,67.48,65,65,65,120,65,65,65,65,65,65,65,65,65,120,65,65,65,65
20090102,7,92.7,87.02,87.02,87.02,220,87.02,87.02,87.02,87.02,87.02,87.02,87.02,87.65,87.02,220,87.65,87.02,87.02,87.02
20090102,8,133.63,130.02,130.02,130.02,220,130.02,130.02,130.02,130.02,130.02,130.02,130.02,128.55,130.02,220,128.55,130.02,130.02,130.02
20090102,9,97.43,90,90,90,220,90,90,90,90,90,90,90,125.55,90,220,125.55,90,90,90
20090102,10,134.24,129.99,129.99,129.99,220,129.99,129.99,129.99,129.99,129.99,129.99,129.99,141.65,129.99,220,141.65,129.99,129.99,129.99
20090102,11,134.21,129.99,129.99,129.99,220.02,129.99,129.99,129.99,129.99,129.99,129.99,129.99,141.65,129.99,220.02,141.65,129.99,129.99,129.99
20090102,12,134.37,129.99,129.99,129.99,220,129.99,129.99,129.99,129.99,129.99,129.99,129.99,145,129.99,220,145,129.99,129.99,129.99
20090102,13,98.4,89.75,89.75,89.75,220,89.75,89.75,89.75,89.75,89.75,89.75,89.75,142,89.75,220,142,89.75,89.75,89.75
20090102,14,94.57,86.35,86.35,86.35,220,86.35,86.35,86.35,86.35,86.35,86.35,86.35,131.66,86.35,220,131.66,86.35,86.35,86.35
20090102,15,95.97,88.2,88.2,88.2,220,88.2,88.2,88.2,88.2,88.2,88.2,88.2,131.4,88.2,220,131.4,88.2,88.2,88.2
20090102,16,97.51,90,90,90,220,90,90,90,90,90,90,90,131.41,90,220,131.41,90,90,90
20090102,17,147.77,145.01,145.01,145.01,220,145.01,145.01,145.01,145.01,145.01,145.01,145.01,145.95,145.01,220,145.95,145.01,145.01,145.01
20090102,18,168.07,166.01,166.01,166.01,220.02,166.01,166.01,166.01,166.01,166.01,166.01,166.01,167.67,166.01,220.02,167.67,166.01,166.01,166.01
20090102,19,127.2,120,120,120,220.02,120,120,120,120,120,120,120,167.66,120,220.02,167.66,120,120,120
20090102,20,103.55,94,94,94,220.02,94,94,94,94,94,94,94,157,94,220.02,157,94,94,94
20090102,21,97.5,88.6,88.6,88.6,220.02,88.6,88.6,88.6,88.6,88.6,88.6,88.6,136,88.6,220.02,136,88.6,88.6,88.6
20090102,22,96.91,88.2,88.2,88.2,220,88.2,88.2,88.2,88.2,88.2,88.2,88.2,131.65,88.2,220,131.65,88.2,88.2,88.2
20090102,23,87.78,82,82,82,220,82,82,82,82,82,82,82,82,82,220,82,82,82,82
20090102,24,81.25,75,75,75,220.02,75,75,75,75,75,75,75,75,75,220.02,75,75,75,75
20090103,1,78.65,72.32,72.32,72.32,220,72.32,72.32,72.32,72.32,72.32,72.32,72.32,72.32,72.32,220,72.32,72.32,72.32,72.32
20090103,2,71.76,65,65,65,220.02,65,65,65,65,65,65,65,65,65,220.02,65,65,65,65
20090103,3,69.92,63,63,63,220,63,63,63,63,63,63,63,63,63,220,63,63,63,63
20090103,4,61.38,54,54,54,220,54,54,54,54,54,54,54,54,54,220,54,54,54,54
20090103,5,57.56,50,50,50,220,50,50,50,50,50,50,50,50,50,220,50,50,50,50
20090103,6,64.16,57,57,57,220,57,57,57,57,57,57,57,57,57,220,57,57,57,57
20090103,7,72.57,66,66,66,220,66,66,66,66,66,66,66,66,66,220,66,66,66,66
20090103,8,88.75,83,83,83,220.02,83,83,83,83,83,83,83,83,83,220.02,83,83,83,83
20090103,9,91.71,87.55,87.55,87.55,180,87.55,87.55,87.55,87.55,87.55,87.55,87.55,92.63,87.55,180,92.63,87.55,87.55,87.55
20090103,10,102.03,95.4,95.4,95.4,180,95.4,95.4,95.4,95.4,95.4,95.4,95.4,140.65,95.4,180,140.65,95.4,95.4,95.4
20090103,11,119.43,117.6,117.6,117.6,121.8,117.6,117.6,117.6,117.6,117.6,117.6,117.6,140.89,117.6,121.8,140.89,117.6,117.6,117.6
20090103,12,116.33,114.15,114.15,114.15,121.8,114.15,114.15,114.15,114.15,114.15,114.15,114.15,140.65,114.15,121.8,140.65,114.15,114.15,114.15
20090103,13,99.36,95.39,95.39,95.39,120,95.39,95.39,95.39,95.39,95.39,95.39,95.39,136.4,95.39,120,136.4,95.39,95.39,95.39
20090103,14,88.06,84.49,84.49,84.49,88.75,84.49,84.49,84.49,84.49,84.49,84.49,84.49,130.6,84.49,88.75,130.6,84.49,84.49,84.49
20090103,15,87.44,83.99,83.99,83.99,85.05,83.99,83.99,83.99,83.99,83.99,83.99,83.99,130.25,83.99,85.05,130.25,83.99,83.99,83.99
20090103,16,87.84,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,84.49,130.25,84.49,84.49,130.25,84.49,84.49,84.49
20090103,17,85.23,85,85,85,86.35,85,85,85,85,85,85,85,87.36,85,86.35,87.36,85,85,85
20090103,18,120.81,114.86,114.86,114.86,167.22,114.86,114.86,114.86,114.86,114.86,114.86,114.86,166.22,114.86,167.22,166.22,114.86,114.86,114.86
20090103,19,127.41,120,120,120,220,120,120,120,120,120,120,120,166.17,120,220,166.17,120,120,120
20090103,20,105.62,97,97,97,220,97,97,97,97,97,97,97,146.43,97,220,146.43,97,97,97
20090103,21,94.6,89.75,89.75,89.75,131.22,89.75,89.75,89.75,89.75,89.75,89.75,89.75,130.27,89.75,131.22,130.27,89.75,89.75,89.75
20090103,22,94.52,89.75,89.75,89.75,129.2,89.75,89.75,89.75,89.75,89.75,89.75,89.75,130.15,89.75,129.2,130.15,89.75,89.75,89.75
20090103,23,90.05,90,90,90,91.21,90,90,90,90,90,90,90,90,90,91.21,90,90,90,90
20090103,24,90.05,90,90,90,91.2,90,90,90,90,90,90,90,90,90,91.2,90,90,90,90
20090104,1,74.34,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,64.3,75.15,75.15,64.3,75.15,75.15,75.15
20090104,2,70.81,71.32,71.32,71.32,71.32,71.32,71.32,71.32,71.32,71.32,71.32,71.32,64.3,71.32,71.32,64.3,71.32,71.32,71.32
20090104,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
20090104,4,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6
20090104,5,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
20090104,6,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11
20090104,7,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44
20090104,8,53.73,54,54,54,54,54,54,54,54,54,54,54,50,54,54,50,54,54,54
20090104,9,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62,69.62
20090104,10,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88,74.88
20090104,11,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5,80.5
20090104,12,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85
20090104,13,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15
20090104,14,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56,85.56
20090104,15,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
20090104,16,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
20090104,17,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03,80.03
20090104,18,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
20090104,19,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4
20090104,20,95.18,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,97.15,95.02,95.02,97.15,95.02,95.02,95.02
20090104,21,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02,95.02
20090104,22,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02
20090104,23,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04
20090104,24,74.59,75,75,75,75,75,75,75,75,75,75,75,69.65,75,75,69.65,75,75,75
20090105,1,77.01,78,78,78,78,78,78,78,78,78,78,78,65,78,78,65,78,78,78
20090105,2,67.23,67.41,67.41,67.41,67.41,67.41,67.41,67.41,67.41,67.41,67.41,67.41,65,67.41,67.41,65,67.41,67.41,67.41
20090105,3,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
20090105,4,64.89,65,65,65,65,65,65,65,65,65,65,65,63.39,65,65,63.39,65,65,65
20090105,5,53.11,53.34,53.34,53.34,53.34,53.34,53.34,53.34,53.34,53.34,53.34,53.34,50,53.34,53.34,50,53.34,53.34,53.34
20090105,6,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
20090105,7,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36,85.36
20090105,8,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3
20090105,9,89.51,89.27,89.27,89.27,94.88,89.27,89.27,89.27,89.27,89.27,89.27,89.27,89.36,89.27,94.88,89.36,89.27,89.27,89.27
20090105,10,104.32,102,102,102,102,102,102,102,102,102,102,102,136.85,102,102,136.85,102,102,102
20090105,11,105.08,102,102,102,120,102,102,102,102,102,102,102,137.1,102,120,137.1,102,102,102
20090105,12,104.36,102,102,102,102,102,102,102,102,102,102,102,137.1,102,102,137.1,102,102,102
20090105,13,94.5,90.77,90.77,90.77,120,90.77,90.77,90.77,90.77,90.77,90.77,90.77,126.8,90.77,120,126.8,90.77,90.77,90.77
20090105,14,89.54,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,121.95,87.1,87.1,121.95,87.1,87.1,87.1
20090105,15,90.18,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,121.95,87.85,87.85,121.95,87.85,87.85,87.85
20090105,16,93.52,90.75,90.75,90.75,90.75,90.75,90.75,90.75,90.75,90.75,90.75,90.75,131.55,90.75,90.75,131.55,90.75,90.75,90.75
20090105,17,118.39,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,157.01,115.54,115.54,157.01,115.54,115.54,115.54
20090105,18,166.87,166.01,166.01,166.01,166.01,166.01,166.01,166.01,166.01,166.01,166.01,166.01,177.8,166.01,166.01,177.8,166.01,166.01,166.01
20090105,19,166.76,166.01,166.01,166.01,175,166.01,166.01,166.01,166.01,166.01,166.01,166.01,171.4,166.01,175,171.4,166.01,166.01,166.01
20090105,20,139.69,130.14,130.14,130.14,155,130.14,130.14,130.14,130.14,130.14,130.14,130.14,242.05,130.14,155,242.05,130.14,130.14,130.14
20090105,21,123.98,120,120,120,140,120,120,120,120,120,120,120,160,120,140,160,120,120,120
20090105,22,121.66,120,120,120,120,120,120,120,120,120,120,120,141,120,120,141,120,120,120
20090105,23,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3,89.3
20090105,24,79.02,78.55,78.55,78.55,88.8,78.55,78.55,78.55,78.55,78.55,78.55,78.55,78.55,78.55,88.8,78.55,78.55,78.55,78.55
20090106,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
20090106,2,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
20090106,3,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01
20090106,4,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48,60.48
20090106,5,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57,52.57
20090106,6,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
20090106,7,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59
20090106,8,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49,83.49
20090106,9,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
20090106,10,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85,87.85
20090106,11,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
20090106,12,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
20090106,13,91.33,90,90,90,119.8,90,90,90,90,90,90,90,90,90,119.8,90,90,90,90
20090106,14,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.15
20090106,15,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99
20090106,16,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
20090106,17,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99,83.99
20090106,18,119.19,118.58,118.58,118.58,119.8,118.58,118.58,118.58,118.58,118.58,118.58,118.58,126.2,118.58,119.8,126.2,118.58,118.58,118.58
20090106,19,125.29,125,125,125,125,125,125,125,125,125,125,125,129,125,125,129,125,125,125
20090106,20,109.93,109.26,109.26,109.26,119.8,109.26,109.26,109.26,109.26,109.26,109.26,109.26,112.35,109.26,119.8,112.35,109.26,109.26,109.26
20090106,21,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
20090106,22,117.67,117.6,117.6,117.6,119.2,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,119.2,117.6,117.6,117.6,117.6
20090106,23,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
20090106,24,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
20090107,1,79.08,80,80,80,80,80,80,80,80,80,80,80,67.1,80,80,67.1,80,80,80
20090107,2,71.36,71.82,71.82,71.82,71.82,71.82,71.82,71.82,71.82,71.82,71.82,71.82,65,71.82,71.82,65,71.82,71.82,71.82
20090107,3,71.37,71.82,71.82,71.82,71.82,71.82,71.82,71.82,71.82,71.82,71.82,71.82,65,71.82,71.82,65,71.82,71.82,71.82
20090107,4,69.44,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,65,69.75,69.75,65,69.75,69.75,69.75
20090107,5,69.45,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,69.75,65,69.75,69.75,65,69.75,69.75,69.75
20090107,6,79.05,80,80,80,80,80,80,80,80,80,80,80,65,80,80,65,80,80,80
20090107,7,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
20090107,8,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
20090107,9,103.05,104.4,94.45,104.4,104.4,104.4,104.4,94.45,104.4,94.45,104.4,104.4,94.45,94.45,104.4,94.45,104.4,94.45,104.4
20090107,10,117.92,119,95.85,119,119,119,119,95.85,119,95.85,119,119,131.55,95.85,119,131.55,119,95.85,119
20090107,11,110.06,110,95.15,110,110,110,110,95.15,110,95.15,110,110,131.55,95.15,110,131.55,110,95.15,110
20090107,12,111.36,112,95,112,112,112,112,95,112,95,112,112,124.15,95,112,124.15,112,95,112
20090107,13,92.07,90,86.56,90,91.09,90,90,86.56,90,86.56,90,90,130,86.56,91.09,130,90,86.56,90
20090107,14,89.45,90,84.56,90,90,90,90,84.56,90,84.56,90,90,87.65,84.56,90,87.65,90,84.56,90
20090107,15,92.98,94,84.56,94,94,94,94,84.56,94,84.56,94,94,88.05,84.56,94,88.05,94,84.56,94
20090107,16,92.62,93.18,85.45,93.18,93.18,93.18,93.18,85.45,93.18,85.45,93.18,93.18,93.45,85.45,93.18,93.45,93.18,85.45,93.18
20090107,17,116.43,118,99,118,118,118,118,99,118,99,118,118,116.59,99,118,116.59,118,99,118
20090107,18,146.41,146.21,129.95,146.21,156.2,146.21,146.21,129.95,146.21,129.95,146.21,146.21,166.96,129.95,156.2,166.96,146.21,129.95,146.21
20090107,19,163.37,166.02,129.15,166.02,180,166.02,166.02,129.15,166.02,129.15,166.02,166.02,167.41,129.15,180,167.41,166.02,129.15,166.02
20090107,20,136.27,134,123.14,134,180,134,134,123.14,134,123.14,134,134,157.01,123.14,180,157.01,134,123.14,134
20090107,21,118.24,114,113,114,180,114,114,113,114,113,114,114,140,113,180,140,114,113,114
20090107,22,96.68,90,90,90,180,90,90,90,90,90,90,90,135,90,180,135,90,90,90
20090107,23,89.32,88,88,88,120,88,88,88,88,88,88,88,88,88,120,88,88,88,88
20090107,24,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
20090108,1,65.61,65,65,65,79.2,65,65,65,65,65,65,65,65,65,79.2,65,65,65,65
20090108,2,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
20090108,3,58.48,61.32,52,61.32,61.32,61.32,52,52,61.32,52,61.32,61.32,52,52,61.32,52,61.32,52,61.32
20090108,4,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25
20090108,5,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71
20090108,6,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15
20090108,7,75.61,75.15,75.15,75.15,86.8,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,86.8,75.15,75.15,75.15,75.15
20090108,8,88.2,85,84.49,85,140,85,85,84.49,85,84.49,85,85,105,84.49,140,105,85,84.49,85
20090108,9,93.34,90,84.49,90,145,90,90,84.49,90,84.49,90,90,122.06,84.49,145,122.06,90,84.49,90
20090108,10,99.92,96.9,84.49,96.9,150,96.9,96.9,84.49,96.9,84.49,96.9,96.9,134.73,84.49,150,134.73,96.9,84.49,96.9
20090108,11,99.65,96.7,84.4,96.7,150,96.7,96.7,84.4,96.7,84.4,96.7,96.7,133.98,84.4,150,133.98,96.7,84.4,96.7
20090108,12,99.73,96.85,84.49,96.85,150,96.85,96.85,84.49,96.85,84.49,96.85,96.85,133.93,84.49,150,133.93,96.85,84.49,96.85
20090108,13,88.24,85.73,83.99,85.73,120,85.73,85.73,83.99,85.73,83.99,85.73,85.73,110.74,83.99,120,110.74,85.73,83.99,85.73
20090108,14,85.92,84.54,83.49,84.54,91.3,84.54,84.54,83.49,84.54,83.49,84.54,84.54,106.66,83.49,91.3,106.66,84.54,83.49,84.54
20090108,15,87.43,85.2,83.49,85.2,120,85.2,85.2,83.49,85.2,83.49,85.2,85.2,106.99,83.49,120,106.99,85.2,83.49,85.2
20090108,16,87.45,86.21,83.99,86.21,94.48,86.21,86.21,83.99,86.21,83.99,86.21,86.21,106.99,83.99,94.48,106.99,86.21,83.99,86.21
20090108,17,104.02,103.15,86,103.15,120,103.15,103.15,86,103.15,86,103.15,103.15,132.66,86,120,132.66,103.15,86,103.15
20090108,18,119.07,115.1,115.1,115.1,175,115.1,115.1,115.1,115.1,115.1,115.1,115.1,147.61,115.1,175,147.61,115.1,115.1,115.1
20090108,19,123.61,121.48,88.5,121.48,180,121.48,121.48,88.5,121.48,88.5,121.48,121.48,167.42,88.5,180,167.42,121.48,88.5,121.48
20090108,20,106.21,101,87.85,101,180,101,101,87.85,101,87.85,101,101,153,87.85,180,153,101,87.85,101
20090108,21,94.61,88,87.85,88,180,88,88,87.85,88,87.85,88,88,133.32,87.85,180,133.32,88,87.85,88
20090108,22,89.14,83.49,83.49,83.49,140,83.49,83.49,83.49,83.49,83.49,83.49,83.49,133.32,83.49,140,133.32,83.49,83.49,83.49
20090108,23,80.31,79.93,79.93,79.93,89.3,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,79.93,89.3,79.93,79.93,79.93,79.93
20090108,24,74.44,74.12,74.12,74.12,81.8,74.12,74.12,74.12,74.12,74.12,74.12,74.12,74.12,74.12,81.8,74.12,74.12,74.12,74.12
20090109,1,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
20090109,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
20090109,3,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75,45.75
20090109,4,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
20090109,5,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
20090109,6,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
20090109,7,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
20090109,8,85.53,84.99,79.55,84.99,86.4,84.99,84.99,79.55,84.99,79.55,84.99,84.99,100.99,79.55,86.4,100.99,84.99,79.55,84.99
20090109,9,88.79,88,84.5,88,88,88,88,84.5,88,84.5,88,88,107.08,84.5,88,107.08,88,84.5,88
20090109,10,96.94,96.11,84.68,96.11,124.59,96.11,96.11,84.68,96.11,84.68,96.11,96.11,109.45,84.68,124.59,109.45,96.11,84.68,96.11
20090109,11,99.12,99,84.5,99,124.29,99,99,84.5,99,84.5,99,99,105.95,84.5,124.29,105.95,99,84.5,99
20090109,12,95.92,95.19,84.68,95.19,124.29,95.19,95.19,84.68,95.19,84.68,95.19,95.19,105.98,84.68,124.29,105.98,95.19,84.68,95.19
20090109,13,90.45,89.53,84.5,89.53,99.8,89.53,89.53,84.5,89.53,84.5,89.53,89.53,107.06,84.5,99.8,107.06,89.53,84.5,89.53
20090109,14,86.39,86,84.18,86,86,86,86,84.18,86,84.18,86,86,95.9,84.18,86,95.9,86,84.18,86
20090109,15,86.38,86.33,80.02,86.33,86.33,86.33,86.33,80.02,86.33,80.02,86.33,86.33,95.95,80.02,86.33,95.95,86.33,80.02,86.33
20090109,16,88.51,88.4,84.5,88.4,88.4,88.4,88.4,84.5,88.4,84.5,88.4,88.4,95.98,84.5,88.4,95.98,88.4,84.5,88.4
