DAY,HOUR,PUN INDEX GME,AUST,BRNN,CNOR,COAC,CORS,CSUD,FOGN,FRAN,GREC,MFTV,NORD,PRGP,ROSN,SARD,SICI,SLOV,SUD,SVIZ
20090722,12,136.57,140.01,115,140.01,140.01,140.01,140.01,115,140.01,115,140.01,140.01,115,115,140.01,115,140.01,115,140.01
20090722,13,57.47,53.09,53.09,53.09,75,53.09,53.09,53.09,53.09,53.09,53.09,53.09,114,53.09,75,114,53.09,53.09,53.09
20090722,14,59.28,55.37,55.37,55.37,80,55.37,55.37,55.37,55.37,55.37,55.37,55.37,109,55.37,80,109,55.37,55.37,55.37
20090722,15,75,72.75,72.75,72.75,80,72.75,72.75,72.75,72.75,72.75,72.75,72.75,108.99,72.75,80,108.99,72.75,72.75,72.75
20090722,16,84.29,82.87,82.87,82.87,86.73,82.87,82.87,82.87,82.87,82.87,82.87,82.87,106.24,82.87,86.73,106.24,82.87,82.87,82.87
20090722,17,76.81,74.7,74.7,74.7,80,74.7,74.7,74.7,74.7,74.7,74.7,74.7,108.99,74.7,80,108.99,74.7,74.7,74.7
20090722,18,56.94,52.91,52.91,52.91,75,52.91,52.91,52.91,52.91,52.91,52.91,52.91,108.99,52.91,75,108.99,52.91,52.91,52.91
20090722,19,54.5,50,50,50,80,50,50,50,50,50,50,50,107.24,50,80,107.24,50,50,50
20090722,20,52.7,48.5,48.5,48.5,80,48.5,48.5,48.5,48.5,48.5,48.5,48.5,99.15,48.5,80,99.15,48.5,48.5,48.5
20090722,21,54.73,50.63,50.63,50.63,80,50.63,50.63,50.63,50.63,50.63,50.63,50.63,99.15,50.63,80,99.15,50.63,50.63,50.63
20090722,22,56.45,52.41,52.41,52.41,80,52.41,52.41,52.41,52.41,52.41,52.41,52.41,100.15,52.41,80,100.15,52.41,52.41,52.41
20090722,23,48.53,47.5,47.5,47.5,70.02,47.5,47.5,47.5,47.5,47.5,47.5,47.5,50,47.5,70.02,50,47.5,47.5,47.5
20090722,24,47.27,46.19,46.19,46.19,70.02,46.19,46.19,46.19,46.19,46.19,46.19,46.19,48.2,46.19,70.02,48.2,46.19,46.19,46.19
20090723,1,43.02,42.84,42.84,42.84,43.91,42.84,42.84,42.84,42.84,42.84,42.84,42.84,45,42.84,43.91,45,42.84,42.84,42.84
20090723,2,37.85,37.38,37.38,37.38,37.38,37.38,37.38,37.38,37.38,37.38,37.38,37.38,45,37.38,37.38,45,37.38,37.38,37.38
20090723,3,28.74,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,45,27.7,27.7,45,27.7,27.7,27.7
20090723,4,19.41,17.5,17.5,17.5,23.51,17.5,17.5,17.5,17.5,17.5,17.5,17.5,45,17.5,23.51,45,17.5,17.5,17.5
20090723,5,19.48,17.6,17.6,17.6,23.51,17.6,17.6,17.6,17.6,17.6,17.6,17.6,45,17.6,23.51,45,17.6,17.6,17.6
20090723,6,27.03,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,45,25.91,25.91,45,25.91,25.91,25.91
20090723,7,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82
20090723,8,47.45,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,50,47.3,47.3,50,47.3,47.3,47.3
20090723,9,55.88,53.01,53.01,53.01,60,53.01,53.01,53.01,53.01,53.01,53.01,53.01,101.15,53.01,60,101.15,53.01,53.01,53.01
20090723,10,74.74,72.2,72.2,72.2,75,72.2,72.2,72.2,72.2,72.2,72.2,72.2,115.64,72.2,75,115.64,72.2,72.2,72.2
20090723,11,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94,125.94
20090723,12,140.19,140.04,140.04,140.04,140.04,140.04,140.04,140.04,140.04,140.04,140.04,140.04,142.6,140.04,140.04,142.6,140.04,140.04,140.04
20090723,13,71.08,67,67,67,80,67,67,67,67,67,67,67,128,67,80,128,67,67,67
20090723,14,73.38,68.88,68.88,68.88,115.02,68.88,68.88,68.88,68.88,68.88,68.88,68.88,120.15,68.88,115.02,120.15,68.88,68.88,68.88
20090723,15,111.58,115.01,70,115.01,115.01,115.01,115.01,70,115.01,70,115.01,115.01,115.64,70,115.01,115.64,115.01,70,115.01
20090723,16,112.52,115.02,78.57,115.02,115.02,115.02,115.02,78.57,115.02,78.57,115.02,115.02,120.15,78.57,115.02,120.15,115.02,78.57,115.02
20090723,17,93.93,93.1,70.41,93.1,115.02,93.1,93.1,70.41,93.1,70.41,93.1,93.1,125.94,70.41,115.02,125.94,93.1,70.41,93.1
20090723,18,61.65,55.86,55.86,55.86,115.02,55.86,55.86,55.86,55.86,55.86,55.86,55.86,120.15,55.86,115.02,120.15,55.86,55.86,55.86
20090723,19,57.61,51.5,51.5,51.5,115.02,51.5,51.5,51.5,51.5,51.5,51.5,51.5,115.64,51.5,115.02,115.64,51.5,51.5,51.5
20090723,20,55.4,49.37,49.37,49.37,115.02,49.37,49.37,49.37,49.37,49.37,49.37,49.37,109,49.37,115.02,109,49.37,49.37,49.37
20090723,21,57.36,51.5,51.5,51.5,103.02,51.5,51.5,51.5,51.5,51.5,51.5,51.5,114,51.5,103.02,114,51.5,51.5,51.5
20090723,22,60.78,55.15,55.15,55.15,103.02,55.15,55.15,55.15,55.15,55.15,55.15,55.15,115,55.15,103.02,115,55.15,55.15,55.15
20090723,23,50.11,48,48,48,48,48,48,48,48,48,48,48,81.2,48,48,81.2,48,48,48
20090723,24,48.62,46,46,46,46,46,46,46,46,46,46,46,87.57,46,46,87.57,46,46,46
20090724,1,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01,43.01
20090724,2,37.73,37.5,37.5,37.5,43.01,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,43.01,37.5,37.5,37.5,37.5
20090724,3,27.28,25.33,25.33,25.33,43.01,25.33,25.33,25.33,25.33,25.33,25.33,25.33,45,25.33,43.01,45,25.33,25.33,25.33
20090724,4,20.78,18.08,18.08,18.08,43.01,18.08,18.08,18.08,18.08,18.08,18.08,18.08,45,18.08,43.01,45,18.08,18.08,18.08
20090724,5,18.21,15.2,15.2,15.2,43.01,15.2,15.2,15.2,15.2,15.2,15.2,15.2,45,15.2,43.01,45,15.2,15.2,15.2
20090724,6,24.35,23.55,23.55,23.55,43.01,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,43.01,23.55,23.55,23.55,23.55
20090724,7,38.05,37.4,37.4,37.4,43.01,37.4,37.4,37.4,37.4,37.4,37.4,37.4,45,37.4,43.01,45,37.4,37.4,37.4
20090724,8,47.95,47.94,47.94,47.94,48.2,47.94,47.94,47.94,47.94,47.94,47.94,47.94,47.94,47.94,48.2,47.94,47.94,47.94,47.94
20090724,9,56.34,50.43,50.43,50.43,140.02,50.43,50.43,50.43,50.43,50.43,50.43,50.43,101.15,50.43,140.02,101.15,50.43,50.43,50.43
20090724,10,73.52,68.41,68.41,68.41,140.02,68.41,68.41,68.41,68.41,68.41,68.41,68.41,115.01,68.41,140.02,115.01,68.41,68.41,68.41
20090724,11,105.84,103.36,103.36,103.36,140.02,103.36,103.36,103.36,103.36,103.36,103.36,103.36,124.94,103.36,140.02,124.94,103.36,103.36,103.36
20090724,12,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09,140.09
20090724,13,67.25,61.84,61.84,61.84,115.02,61.84,61.84,61.84,61.84,61.84,61.84,61.84,120.15,61.84,115.02,120.15,61.84,61.84,61.84
20090724,14,73.43,68.5,68.5,68.5,115.02,68.5,68.5,68.5,68.5,68.5,68.5,68.5,124.94,68.5,115.02,124.94,68.5,68.5,68.5
20090724,15,91.78,89.16,89.16,89.16,115.02,89.16,89.16,89.16,89.16,89.16,89.16,89.16,120.15,89.16,115.02,120.15,89.16,89.16,89.16
20090724,16,87.26,84.22,84.22,84.22,115.02,84.22,84.22,84.22,84.22,84.22,84.22,84.22,120.15,84.22,115.02,120.15,84.22,84.22,84.22
20090724,17,82.71,79.16,79.16,79.16,115.02,79.16,79.16,79.16,79.16,79.16,79.16,79.16,120.15,79.16,115.02,120.15,79.16,79.16,79.16
20090724,18,59.48,53.34,53.34,53.34,115.02,53.34,53.34,53.34,53.34,53.34,53.34,53.34,120.15,53.34,115.02,120.15,53.34,53.34,53.34
20090724,19,56.5,50.17,50.17,50.17,115.02,50.17,50.17,50.17,50.17,50.17,50.17,50.17,115.01,50.17,115.02,115.01,50.17,50.17,50.17
20090724,20,54.63,48,48,48,115.02,48,48,48,48,48,48,48,114,48,115.02,114,48,48,48
20090724,21,57.72,51.32,51.32,51.32,110,51.32,51.32,51.32,51.32,51.32,51.32,51.32,114,51.32,110,114,51.32,51.32,51.32
20090724,22,63.75,55.65,55.65,55.65,180,55.65,55.65,55.65,55.65,55.65,55.65,55.65,106.24,55.65,180,106.24,55.65,55.65,55.65
20090724,23,51.07,49.88,49.88,49.88,80,49.88,49.88,49.88,49.88,49.88,49.88,49.88,49.88,49.88,80,49.88,49.88,49.88,49.88
20090724,24,47.95,47,47,47,70.02,47,47,47,47,47,47,47,47,47,70.02,47,47,47,47
20090725,1,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01
20090725,2,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
20090725,3,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
20090725,4,42.39,42.36,42.36,42.36,43.01,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,42.36,43.01,42.36,42.36,42.36,42.36
20090725,5,42.42,42.39,42.39,42.39,43.01,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,43.01,42.39,42.39,42.39,42.39
20090725,6,38.65,38.45,38.45,38.45,43.01,38.45,38.45,38.45,38.45,38.45,38.45,38.45,38.45,38.45,43.01,38.45,38.45,38.45,38.45
20090725,7,42.24,42.21,42.21,42.21,43.01,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,43.01,42.21,42.21,42.21,42.21
20090725,8,43.4,43.29,43.29,43.29,43.29,43.29,43.29,43.29,43.29,43.29,43.29,43.29,45,43.29,43.29,45,43.29,43.29,43.29
20090725,9,52.61,49,49,49,49.6,49,49,49,49,49,49,49,105.24,49,49.6,105.24,49,49,49
20090725,10,59.74,53.71,53.71,53.71,110.01,53.71,53.71,53.71,53.71,53.71,53.71,53.71,112.12,53.71,110.01,112.12,53.71,53.71,53.71
20090725,11,61.38,55.26,55.26,55.26,110.01,55.26,55.26,55.26,55.26,55.26,55.26,55.26,116.12,55.26,110.01,116.12,55.26,55.26,55.26
20090725,12,65.16,58.8,58.8,58.8,110.01,58.8,58.8,58.8,58.8,58.8,58.8,58.8,125,58.8,110.01,125,58.8,58.8,58.8
20090725,13,59.84,53.38,53.38,53.38,110.01,53.38,53.38,53.38,53.38,53.38,53.38,53.38,115.02,53.38,110.01,115.02,53.38,53.38,53.38
20090725,14,53.95,49,49,49,60.01,49,49,49,49,49,49,49,115.02,49,60.01,115.02,49,49,49
20090725,15,53.14,48.14,48.14,48.14,60.01,48.14,48.14,48.14,48.14,48.14,48.14,48.14,115.01,48.14,60.01,115.01,48.14,48.14,48.14
20090725,16,52.97,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,115,48.5,48.5,115,48.5,48.5,48.5
20090725,17,52.99,48.45,48.45,48.45,48.45,48.45,48.45,48.45,48.45,48.45,48.45,48.45,115,48.45,48.45,115,48.45,48.45,48.45
20090725,18,54.01,49,49,49,60.01,49,49,49,49,49,49,49,115.02,49,60.01,115.02,49,49,49
20090725,19,56.91,50,50,50,110.01,50,50,50,50,50,50,50,115,50,110.01,115,50,50,50
20090725,20,57.6,50.94,50.94,50.94,110.01,50.94,50.94,50.94,50.94,50.94,50.94,50.94,112.12,50.94,110.01,112.12,50.94,50.94,50.94
20090725,21,56.92,51.55,51.55,51.55,80,51.55,51.55,51.55,51.55,51.55,51.55,51.55,109.59,51.55,80,109.59,51.55,51.55,51.55
20090725,22,58.96,53.9,53.9,53.9,80,53.9,53.9,53.9,53.9,53.9,53.9,53.9,109.59,53.9,80,109.59,53.9,53.9,53.9
20090725,23,52.45,51.01,51.01,51.01,70.01,51.01,51.01,51.01,51.01,51.01,51.01,51.01,60,51.01,70.01,60,51.01,51.01,51.01
20090725,24,50.25,49.5,49.5,49.5,65.01,49.5,49.5,49.5,49.5,49.5,49.5,49.5,50.27,49.5,65.01,50.27,49.5,49.5,49.5
20090726,1,50.17,50,50,50,53.8,50,50,50,50,50,50,50,50,50,53.8,50,50,50,50
20090726,2,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
20090726,3,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95,41.95
20090726,4,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31
20090726,5,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.62,23.55,23.55,23.62,23.55,23.55,23.55
20090726,6,23.55,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.65,23.54,23.54,23.65,23.54,23.54,23.54
20090726,7,21.76,14.88,14.88,14.88,30,14.88,14.88,14.88,14.88,14.88,14.88,14.88,102.3,14.88,30,102.3,14.88,14.88,14.88
20090726,8,34.92,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,30.02,100.15,30.02,30.02,100.15,30.02,30.02,30.02
20090726,9,48.12,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,105.24,43.77,43.77,105.24,43.77,43.77,43.77
20090726,10,50.6,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,105.24,46.41,46.41,105.24,46.41,46.41,46.41
20090726,11,51.76,46.88,46.88,46.88,46.88,46.88,46.88,46.88,46.88,46.88,46.88,46.88,115.02,46.88,46.88,115.02,46.88,46.88,46.88
20090726,12,52.83,48,48,48,48,48,48,48,48,48,48,48,115.64,48,48,115.64,48,48,48
20090726,13,53.67,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,48.9,115.02,48.9,48.9,115.02,48.9,48.9,48.9
20090726,14,52.03,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,115.02,47.11,47.11,115.02,47.11,47.11,47.11
20090726,15,50.67,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,115,45.7,45.7,115,45.7,45.7,45.7
20090726,16,50.06,45,45,45,45,45,45,45,45,45,45,45,115.02,45,45,115.02,45,45,45
20090726,17,50.08,45,45,45,45,45,45,45,45,45,45,45,115,45,45,115,45,45,45
20090726,18,50.1,45,30.02,45,45,45,45,45,45,30.02,45,45,115.01,45,45,115.01,45,45,45
20090726,19,52.52,47.69,30.02,47.69,47.69,47.69,47.69,47.69,47.69,30.02,47.69,47.69,115.02,47.69,47.69,115.02,47.69,47.69,47.69
20090726,20,55.62,51.05,30.02,51.05,51.05,51.05,51.05,51.05,51.05,30.02,51.05,51.05,115.02,51.05,51.05,115.02,51.05,51.05,51.05
20090726,21,59.61,54.89,30.02,54.89,59.52,54.89,54.89,54.89,54.89,30.02,54.89,54.89,115.64,54.89,59.52,115.64,54.89,54.89,54.89
20090726,22,87.89,84.8,30.02,84.94,84.94,84.94,84.94,84.94,84.8,30.02,84.8,84.8,125.94,84.94,84.94,125.94,84.8,84.94,84.8
20090726,23,72.02,69.52,69.52,69.52,69.88,69.52,69.52,69.52,69.52,69.52,69.52,69.52,103.6,69.52,69.88,103.6,69.52,69.52,69.52
20090726,24,51.73,47.94,47.94,47.94,47.94,47.94,47.94,47.94,47.94,47.94,47.94,47.94,100,47.94,47.94,100,47.94,47.94,47.94
20090727,1,45.19,45,45,45,49.2,45,45,45,45,45,45,45,45,45,49.2,45,45,45,45
20090727,2,38.33,37.49,37.49,37.49,44.2,37.49,37.49,37.49,37.49,37.49,37.49,37.49,45,37.49,44.2,45,37.49,37.49,37.49
20090727,3,38.26,37.42,37.42,37.42,44.2,37.42,37.42,37.42,37.42,37.42,37.42,37.42,45,37.42,44.2,45,37.42,37.42,37.42
20090727,4,25.92,23.53,23.53,23.53,43.01,23.53,23.53,23.53,23.53,23.53,23.53,23.53,45,23.53,43.01,45,23.53,23.53,23.53
20090727,5,25.41,23,23,23,43.01,23,23,23,23,23,23,23,45,23,43.01,45,23,23,23
20090727,6,25.81,23.55,23.55,23.55,43.01,23.55,23.55,23.55,23.55,23.55,23.55,23.55,45,23.55,43.01,45,23.55,23.55,23.55
20090727,7,40.35,37.89,37.89,37.89,43.05,37.89,37.89,37.89,37.89,37.89,37.89,37.89,76.2,37.89,43.05,76.2,37.89,37.89,37.89
20090727,8,52.43,48.3,48.3,48.3,80,48.3,48.3,48.3,48.3,48.3,48.3,48.3,100,48.3,80,100,48.3,48.3,48.3
20090727,9,53.68,49,49,49,80,49,49,49,49,49,49,49,112,49,80,112,49,49,49
20090727,10,59.27,52.66,52.66,52.66,140.01,52.66,52.66,52.66,52.66,52.66,52.66,52.66,115.02,52.66,140.01,115.02,52.66,52.66,52.66
20090727,11,75.57,69.36,69.36,69.36,140.01,69.36,69.36,69.36,69.36,69.36,69.36,69.36,135,69.36,140.01,135,69.36,69.36,69.36
20090727,12,82.29,76.79,69.45,76.79,140.01,76.79,76.79,69.45,76.79,69.45,76.79,76.79,144.88,69.45,140.01,144.88,76.79,69.45,76.79
20090727,13,59.53,51.88,51.88,51.88,115.01,51.88,51.88,51.88,51.88,51.88,51.88,51.88,140,51.88,115.01,140,51.88,51.88,51.88
20090727,14,60.44,53.22,52,53.22,115.01,53.22,53.22,52,53.22,52,53.22,53.22,140,52,115.01,140,53.22,52,53.22
20090727,15,74.17,69.21,64.83,69.21,115.01,69.21,69.21,64.83,69.21,64.83,69.21,69.21,135,64.83,115.01,135,69.21,64.83,69.21
20090727,16,80.34,77.09,60,77.09,115.01,77.09,77.09,60,77.09,60,77.09,77.09,135,60,115.01,135,77.09,60,77.09
20090727,17,75.97,71.16,66.56,71.16,115.01,71.16,71.16,66.56,71.16,66.56,71.16,71.16,135,66.56,115.01,135,71.16,66.56,71.16
20090727,18,59.2,51.97,51.97,51.97,115.01,51.97,51.97,51.97,51.97,51.97,51.97,51.97,135,51.97,115.01,135,51.97,51.97,51.97
20090727,19,56.75,49,49,49,115.01,49,49,49,49,49,49,49,135,49,115.01,135,49,49,49
20090727,20,52.9,45.9,45.9,45.9,115.01,45.9,45.9,45.9,45.9,45.9,45.9,45.9,116,45.9,115.01,116,45.9,45.9,45.9
20090727,21,57.07,49,49,49,110,49,49,49,49,49,49,49,135,49,110,135,49,49,49
20090727,22,58.86,51.55,51.55,51.55,110,51.55,51.55,51.55,51.55,51.55,51.55,51.55,128,51.55,110,128,51.55,51.55,51.55
20090727,23,51.56,47.55,47.55,47.55,80,47.55,47.55,47.55,47.55,47.55,47.55,47.55,88.58,47.55,80,88.58,47.55,47.55,47.55
20090727,24,47.5,45.52,45.52,45.52,70.01,45.52,45.52,45.52,45.52,45.52,45.52,45.52,60,45.52,70.01,60,45.52,45.52,45.52
20090728,1,42.24,42.15,42.15,42.15,44.2,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,44.2,42.15,42.15,42.15,42.15
20090728,2,27.08,26.38,26.38,26.38,43.01,26.38,26.38,26.38,26.38,26.38,26.38,26.38,26.38,26.38,43.01,26.38,26.38,26.38,26.38
20090728,3,22.55,20,20,20,43.01,20,20,20,20,20,20,20,45,20,43.01,45,20,20,20
20090728,4,17.28,15.6,15.6,15.6,43.01,15.6,15.6,15.6,15.6,15.6,15.6,15.6,23.62,15.6,43.01,23.62,15.6,15.6,15.6
20090728,5,16.74,15,15,15,43.01,15,15,15,15,15,15,15,23.62,15,43.01,23.62,15,15,15
20090728,6,24.32,23.5,23.5,23.5,43.01,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.6,23.5,43.01,23.6,23.5,23.5,23.5
20090728,7,34.01,32.91,32.91,32.91,43.02,32.91,32.91,32.91,32.91,32.91,32.91,32.91,45,32.91,43.02,45,32.91,32.91,32.91
20090728,8,52.5,48.5,48.5,48.5,80,48.5,48.5,48.5,48.5,48.5,48.5,48.5,99.15,48.5,80,99.15,48.5,48.5,48.5
20090728,9,55.84,49.36,49.36,49.36,140,49.36,49.36,49.36,49.36,49.36,49.36,49.36,109,49.36,140,109,49.36,49.36,49.36
20090728,10,65.93,60,60,60,140,60,60,60,60,60,60,60,115.64,60,140,115.64,60,60,60
20090728,11,90.14,85,85,85,140,85,85,85,85,85,85,85,141.56,85,140,141.56,85,85,85
20090728,12,107.84,104.5,104.5,104.5,140,104.5,104.5,104.5,104.5,104.5,104.5,104.5,141.56,104.5,140,141.56,104.5,104.5,104.5
20090728,13,60.08,53.22,53.22,53.22,115,53.22,53.22,53.22,53.22,53.22,53.22,53.22,129.99,53.22,115,129.99,53.22,53.22,53.22
20090728,14,61.61,55.47,55.47,55.47,115,55.47,55.47,55.47,55.47,55.47,55.47,55.47,125,55.47,115,125,55.47,55.47,55.47
20090728,15,74.08,70.01,67.01,70.01,115,70.01,70.01,67.01,70.01,67.01,70.01,70.01,119.89,67.01,115,119.89,70.01,67.01,70.01
20090728,16,88.67,87.01,72.57,87.01,115,87.01,87.01,72.57,87.01,72.57,87.01,87.01,119.89,72.57,115,119.89,87.01,72.57,87.01
20090728,17,74.12,70.01,66.97,70.01,115,70.01,70.01,66.97,70.01,66.97,70.01,70.01,119.89,66.97,115,119.89,70.01,66.97,70.01
20090728,18,61.98,53.34,53.34,53.34,180,53.34,53.34,53.34,53.34,53.34,53.34,53.34,125,53.34,180,125,53.34,53.34,53.34
20090728,19,58.07,49.3,49.3,49.3,180,49.3,49.3,49.3,49.3,49.3,49.3,49.3,115.64,49.3,180,115.64,49.3,49.3,49.3
20090728,20,56.73,47.61,47.61,47.61,180,47.61,47.61,47.61,47.61,47.61,47.61,47.61,115.01,47.61,180,115.01,47.61,47.61,47.61
20090728,21,57.93,51.55,51.55,51.55,110,51.55,51.55,51.55,51.55,51.55,51.55,51.55,115,51.55,110,115,51.55,51.55,51.55
20090728,22,62.11,53.04,53.04,53.04,180,53.04,53.04,53.04,53.04,53.04,53.04,53.04,115.64,53.04,180,115.64,53.04,53.04,53.04
20090728,23,55.54,48,48,48,180,48,48,48,48,48,48,48,83.18,48,180,83.18,48,48,48
20090728,24,48.59,45.94,45.94,45.94,110,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94,45.94,110,45.94,45.94,45.94,45.94
20090729,1,45.75,45.8,37.44,45.8,45.8,45.8,45.8,45.8,45.8,37.44,45.8,45.8,45,45.8,45.8,45,45.8,45.8,45.8
20090729,2,43.49,43.49,37.31,43.49,43.49,43.49,43.49,43.49,43.49,37.31,43.49,43.49,43.49,43.49,43.49,43.49,43.49,43.49,43.49
20090729,3,42.93,42.78,37.44,42.78,43.01,42.78,42.78,42.78,42.78,37.44,42.78,42.78,45,42.78,43.01,45,42.78,42.78,42.78
20090729,4,37.75,37.52,37.45,37.52,43.01,37.52,37.52,37.52,37.52,37.45,37.52,37.52,37.52,37.52,43.01,37.52,37.52,37.52,37.52
20090729,5,37.75,37.52,37.49,37.52,43.01,37.52,37.52,37.52,37.52,37.49,37.52,37.52,37.52,37.52,43.01,37.52,37.52,37.52,37.52
20090729,6,42.24,42.21,37.55,42.21,43.01,42.21,42.21,42.21,42.21,37.55,42.21,42.21,42.21,42.21,43.01,42.21,42.21,42.21,42.21
20090729,7,43.58,43.49,40,43.49,43.49,43.49,43.49,43.49,43.49,40,43.49,43.49,45,43.49,43.49,45,43.49,43.49,43.49
20090729,8,55.67,52,40,52,80.01,52,52,52,52,40,52,52,99.15,52,80.01,99.15,52,52,52
20090729,9,61.11,54.98,40,54.98,140.01,54.98,54.98,54.98,54.98,40,54.98,54.98,112,54.98,140.01,112,54.98,54.98,54.98
20090729,10,140.03,140.03,40,140.03,140.03,140.03,140.03,140.03,140.03,40,140.03,140.03,140.03,140.03,140.03,140.03,140.03,140.03,140.03
20090729,11,140.07,140.07,40,140.07,140.07,140.07,140.07,140.07,140.07,40,140.07,140.07,75,140.07,140.07,140.07,140.07,140.07,140.07
20090729,12,149.66,140.09,40,160,180,160,160,160,140.09,40,140.09,140.09,160,160,180,160,140.09,160,140.09
20090729,13,102.79,64.26,40,145,180,145,145,145,64.26,40,64.26,64.26,145,145,180,145,64.26,145,64.26
20090729,14,116.22,115.04,40.01,115.04,115.04,115.04,115.04,115.04,115.04,40.01,115.04,115.04,135,115.04,115.04,135,115.04,115.04,115.04
20090729,15,117.74,115.07,40.01,115.07,180,115.07,115.07,115.07,115.07,40.01,115.07,115.07,125.12,115.07,180,125.12,115.07,115.07,115.07
20090729,16,115.63,115.07,40.01,115.07,115.07,115.07,115.07,115.07,115.07,40.01,115.07,115.07,125,115.07,115.07,125,115.07,115.07,115.07
20090729,17,121.84,115.07,40,125,180,125,125,125,115.07,40,115.07,115.07,135,125,180,135,115.07,125,115.07
20090729,18,118.45,115.03,40,115.03,180,115.03,115.03,115.03,115.03,40,115.03,115.03,135,115.03,180,135,115.03,115.03,115.03
20090729,19,62.13,53.16,40,53.16,180,53.16,53.16,53.16,53.16,40,53.16,53.16,125.12,53.16,180,125.12,53.16,53.16,53.16
20090729,20,61.04,51.55,40,52,180,52,52,52,51.55,40,51.55,51.55,125,52,180,125,51.55,52,51.55
20090729,21,69.45,60,40,60,180,60,60,60,60,40,60,60,135,60,180,135,60,60,60
20090729,22,78.79,69.94,40,69.94,180,69.94,69.94,69.94,69.94,40,69.94,69.94,140,69.94,180,140,69.94,69.94,69.94
20090729,23,59.72,51.55,40,51.55,180,51.55,51.55,51.55,51.55,40,51.55,51.55,99.15,51.55,180,99.15,51.55,51.55,51.55
20090729,24,53.88,48.5,40,48.5,180,48.5,48.5,48.5,48.5,40,48.5,48.5,48.5,48.5,180,48.5,48.5,48.5,48.5
20090730,1,47,47,40.02,47,47,47,47,47,47,40.02,47,47,47,47,47,47,47,47,47
20090730,2,42.21,42.18,40.01,42.18,43.01,42.18,42.18,42.18,42.18,40.01,42.18,42.18,42.18,42.18,43.01,42.18,42.18,42.18,42.18
20090730,3,40.44,40,40,40,43.01,40,40,40,40,40,40,40,45,40,43.01,45,40,40,40
20090730,4,36.58,36.3,36.3,36.3,43.01,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,43.01,36.3,36.3,36.3,36.3
20090730,5,28.1,27.46,27.46,27.46,43.01,27.46,27.46,27.46,27.46,27.46,27.46,27.46,27.46,27.46,43.01,27.46,27.46,27.46,27.46
20090730,6,40.43,40,40,40,43.01,40,40,40,40,40,40,40,45,40,43.01,45,40,40,40
20090730,7,40.82,40.02,40.02,40.02,60.02,40.02,40.02,40.02,40.02,40.02,40.02,40.02,40.02,40.02,60.02,40.02,40.02,40.02,40.02
20090730,8,52.98,49,40.03,49,80.02,49,49,49,49,40.03,49,49,100,49,80.02,100,49,49,49
